Account,trading_date,total_pnl,avg_pnl_per_trade,total_trades,total_volume_usd,avg_trade_size_usd,max_trade_size_usd,buy_trades_count,unique_coins_traded,total_fees,sell_trades_count,buy_sell_ratio,profitable_day,net_profit_after_fees,roi_percentage,pnl_volatility,sharpe_ratio_daily,trades_per_coin,date_standardized,sentiment_score,market_regime,cycle_phase,performance_in_fear,performance_in_greed,performance_in_neutral,contrarian_indicator,momentum_indicator
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,0.0,0.0,1,149.86,149.86,149.86,1,1,0.0504,0,1000.0,0,-0.0504,0.0,0.0,0.0,1.0,2025-02-19,2,Fear_Dominated,Declining,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-21,18.2613,6.0871,3,1596.59,532.1967,749.76,3,3,0.3565,0,3000.0,1,17.904799999999998,1.1438,10.54313991264013,1.7319,1.0,2025-02-21,4,Greed_Dominated,Recovery,0.0,18.2613,0.0,0,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-24,304.8041,50.8007,6,2931.72,488.62,1500.57,4,4,0.8893,2,1.999000499750125,1,303.9148,10.3968,121.31356982551844,2.5125,1.5,2025-02-24,3,Balanced,Stable,0.0,0.0,304.8041,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-25,38.3984,5.4855,7,2453.49,350.4986,999.81,3,3,0.5244,4,0.7498125468632841,1,37.874,1.5651,22.089006548024358,1.7383,2.33,2025-02-25,2,Fear_Dominated,Declining,38.3984,0.0,0.0,1,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-26,5.6541,5.6541,1,114.02,114.02,114.02,1,1,0.0383,0,1000.0,1,5.6158,4.9589,0.0,5654.1,1.0,2025-02-26,1,Fear_Dominated,Declining,5.6541,0.0,0.0,1,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-28,0.0,0.0,1,1201.27,1201.27,1201.27,1,1,0.4036,0,1000.0,0,-0.4036,0.0,0.0,0.0,1.0,2025-02-28,1,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,6.4192,3.2096,2,1505.15,752.575,1312.71,0,2,0.5057,2,0.0,1,5.9135,0.4265,4.539037929482469,1.4139,1.0,2025-03-01,1,Fear_Dominated,Stable,6.4192,0.0,0.0,1,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,0.0,0.0,2,48.42,24.21,33.72,0,2,0.0127,2,0.0,0,-0.0127,0.0,0.0,0.0,1.0,2025-03-02,2,Fear_Dominated,Bottoming,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,8.564,8.564,1,1249.92,1249.92,1249.92,1,1,0.12,0,1000.0,1,8.444,0.6852,0.0,8564.0,1.0,2025-03-03,2,Fear_Dominated,Stable,8.564,0.0,0.0,1,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,0.0,0.0,3,1364.21,454.7367,1342.2,3,2,0.4514,0,3000.0,0,-0.4514,0.0,0.0,0.0,1.5,2025-03-04,1,Fear_Dominated,Declining,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-05,0.0,0.0,1,579.36,579.36,579.36,1,1,0.0033,0,1000.0,0,-0.0033,0.0,0.0,0.0,1.0,2025-03-05,1,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-06,0.0,0.0,1,193.85,193.85,193.85,1,1,0.0042,0,1000.0,0,-0.0042,0.0,0.0,0.0,1.0,2025-03-06,2,Fear_Dominated,Bottoming,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-07,0.0,0.0,5,1731.71,346.342,499.12,3,3,0.5429,2,1.4992503748125938,0,-0.5429,0.0,0.0,0.0,1.67,2025-03-07,2,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-08,0.0,0.0,1,750.0,750.0,750.0,1,1,0.072,0,1000.0,0,-0.072,0.0,0.0,0.0,1.0,2025-03-08,2,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,0.0,0.0,1,249.91,249.91,249.91,1,1,0.0066,0,1000.0,0,-0.0066,0.0,0.0,0.0,1.0,2025-03-13,3,Balanced,Recovery,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-14,5.8034,5.8034,1,958.89,958.89,958.89,0,1,0.3222,1,0.0,1,5.4812,0.6052,0.0,5803.4,1.0,2025-03-14,2,Fear_Dominated,Declining,5.8034,0.0,0.0,1,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,1.1805,0.5902,2,999.82,499.91,499.95,0,1,0.3359,2,0.0,1,0.8446000000000001,0.1181,0.059198979720937774,19.61,2.0,2025-03-15,3,Balanced,Recovery,0.0,0.0,1.1805,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,7.5907,2.5302,3,2281.35,760.45,1932.58,3,2,0.7665,0,3000.0,1,6.8242,0.3327,7.549922330882087,1.0053,1.5,2025-03-16,2,Fear_Dominated,Declining,7.5907,0.0,0.0,1,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-24,-39.1002,-39.1002,1,3600.76,3600.76,3600.76,1,1,1.2099,0,1000.0,0,-40.3101,-1.0859,0.0,-39100.2,1.0,2025-03-24,3,Balanced,Recovery,0.0,0.0,-39.1002,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,-48.9725,-24.4862,2,850.05,425.025,749.22,1,2,0.2856,1,0.9990009990009991,0,-49.2581,-5.7611,34.62877694216326,-1.4142,1.0,2025-04-01,2,Fear_Dominated,Stable,-48.9725,0.0,0.0,0,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,0.0,0.0,1,749.88,749.88,749.88,1,1,0.072,0,1000.0,0,-0.072,0.0,0.0,0.0,1.0,2025-04-03,2,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-05,1.5817,1.5817,1,640.4,640.4,640.4,0,1,0.0615,1,0.0,1,1.5202,0.247,0.0,1581.7,1.0,2025-04-05,2,Fear_Dominated,Stable,1.5817,0.0,0.0,1,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-07,-581.8488,-193.9496,3,1650.86,550.2867,749.91,0,2,0.3747,3,0.0,0,-582.2235,-35.2452,318.5543969070721,-1.8265,1.5,2025-04-07,1,Fear_Dominated,Declining,-581.8488,0.0,0.0,0,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-08,-158.6414,-79.3207,2,1008.74,504.37,760.37,0,2,0.3389,2,0.0,0,-158.9803,-15.7267,109.39167896283158,-1.4502,1.0,2025-04-08,1,Fear_Dominated,Stable,-158.6414,0.0,0.0,0,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-09,0.0,0.0,2,749.52,374.76,550.41,0,1,0.2518,2,0.0,0,-0.2518,0.0,0.0,0.0,2.0,2025-04-09,1,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-10,5.7346,5.7346,1,158.39,158.39,158.39,1,1,0.0532,0,1000.0,1,5.6814,3.6206,0.0,5734.6,1.0,2025-04-10,2,Fear_Dominated,Bottoming,5.7346,0.0,0.0,1,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-11,224.9135,56.2284,4,1830.67,457.6675,749.86,3,1,0.4351,1,2.997002997002997,1,224.4784,12.2859,49.71096642987761,4.5243,4.0,2025-04-11,2,Fear_Dominated,Stable,224.9135,0.0,0.0,1,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,40.8522,20.4261,2,1071.38,535.69,749.86,1,2,0.1081,1,0.9990009990009991,1,40.7441,3.813,28.8868591611077,1.4142,1.0,2025-04-13,3,Balanced,Recovery,0.0,0.0,40.8522,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,32.1778,32.1778,1,358.85,358.85,358.85,0,1,0.1206,1,0.0,1,32.057199999999995,8.9669,0.0,32177.8,1.0,2025-04-17,2,Fear_Dominated,Stable,32.1778,0.0,0.0,1,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,0.0,0.0,1,749.86,749.86,749.86,1,1,0.0042,0,1000.0,0,-0.0042,0.0,0.0,0.0,1.0,2025-04-20,2,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,17.1124,17.1124,1,99.96,99.96,99.96,0,1,0.0336,1,0.0,1,17.0788,17.1192,0.0,17112.4,1.0,2025-04-22,3,Balanced,Recovery,0.0,0.0,17.1124,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,0.0,0.0,1,249.93,249.93,249.93,0,1,0.024,1,0.0,0,-0.024,0.0,0.0,0.0,1.0,2025-04-24,4,Greed_Dominated,Stable,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,0.0,0.0,1,248.18,248.18,248.18,1,1,0.0046,0,1000.0,0,-0.0046,0.0,0.0,0.0,1.0,2025-04-25,4,Greed_Dominated,Stable,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,0.0,0.0,1,249.94,249.94,249.94,0,1,0.024,1,0.0,0,-0.024,0.0,0.0,0.0,1.0,2025-04-28,3,Balanced,Declining,0.0,0.0,0.0,0,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,0.0,0.0,1,330.32,330.32,330.32,0,1,0.0317,1,0.0,0,-0.0317,0.0,0.0,0.0,1.0,2025-04-29,4,Greed_Dominated,Recovery,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,0.0,0.0,1,24979.8,24979.8,24979.8,1,1,4.898,0,1000.0,0,-4.898,0.0,0.0,0.0,1.0,2024-12-14,5,Greed_Dominated,Stable,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,-20.9537,-0.1497,140,811601.22,5797.1516,81402.81,100,2,205.8309,40,2.499937501562461,0,-226.7846,-0.0026,555.6896165215844,-0.0377,70.0,2024-12-19,5,Greed_Dominated,Stable,0.0,-20.9537,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,47000.8783,361.5452,130,1236015.57,9507.8121,111449.57,54,2,348.0824,76,0.7105169668820147,1,46652.7959,3.8026,830.9810758942618,56.5606,65.0,2024-12-20,4,Greed_Dominated,Topping,0.0,47000.8783,0.0,0,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-26,0.0,0.0,5,38872.68,7774.536,16155.39,5,1,13.6054,0,5000.0,0,-13.6054,0.0,0.0,0.0,5.0,2024-12-26,5,Greed_Dominated,Recovery,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,290.1769,41.4538,7,52592.07,7513.1529,24998.7,0,1,18.4072,7,0.0,1,271.7697,0.5518,47.466933911729605,6.1131,7.0,2024-12-27,4,Greed_Dominated,Topping,0.0,290.1769,0.0,0,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,1130.8363,49.1668,23,168258.36,7315.5809,34981.65,8,1,32.7346,15,0.5332977801479901,1,1098.1017,0.6721,69.69663024775586,16.2249,23.0,2024-12-30,4,Greed_Dominated,Stable,0.0,1130.8363,0.0,0,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-07,0.0,0.0,30,79119.17,2637.3057,6188.5,30,1,27.6917,0,30000.0,0,-27.6917,0.0,0.0,0.0,30.0,2025-01-07,5,Greed_Dominated,Stable,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-08,0.0,0.0,49,277950.01,5672.4492,19418.05,49,2,97.2825,0,49000.0,0,-97.2825,0.0,0.0,0.0,24.5,2025-01-08,4,Greed_Dominated,Topping,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-09,23024.3539,319.7827,72,527539.57,7326.9385,53984.95,22,1,148.282,50,0.4399912001759965,1,22876.0719,4.3645,522.7355104805312,44.0458,72.0,2025-01-09,4,Greed_Dominated,Stable,0.0,23024.3539,0.0,0,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-12,444.1334,2.6437,168,155052.38,922.9308,10040.62,0,1,15.5052,168,0.0,1,428.6282,0.2864,3.464405225726977,128.162,168.0,2025-01-12,4,Greed_Dominated,Stable,0.0,444.1334,0.0,0,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,0.0,0.0,11,76630.32,6966.3927,39805.26,11,1,7.663,0,11000.0,0,-7.663,0.0,0.0,0.0,11.0,2025-01-13,4,Greed_Dominated,Stable,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-16,10512.44,10512.44,1,129040.2,129040.2,129040.2,0,1,12.904,1,0.0,1,10499.536,8.1466,0.0,10512440.0,1.0,2025-01-16,5,Greed_Dominated,Recovery,0.0,10512.44,0.0,0,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-18,926.4141,71.2626,13,49100.86,3776.9892,12498.23,3,1,17.1853,10,0.29997000299970006,1,909.2288,1.8868,92.43548414518244,10.0222,13.0,2025-01-18,5,Greed_Dominated,Stable,0.0,926.4141,0.0,0,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,-457.4618,-28.5914,16,58247.29,3640.4556,39616.39,4,1,20.3865,12,0.3333055578701775,0,-477.8483,-0.7854,37.30560396535447,-12.2622,16.0,2025-01-20,5,Greed_Dominated,Stable,0.0,-457.4618,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-20,0.0,0.0,7,5735.83,819.4043,2950.74,7,1,0.0817,0,7000.0,0,-0.0817,0.0,0.0,0.0,7.0,2025-02-20,3,Balanced,Recovery,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,418.1101,11.946,35,344695.16,9848.4331,38997.77,32,3,87.5273,3,10.663112295901367,1,330.5828,0.1213,56.88148776474588,7.3504,11.67,2025-02-24,3,Balanced,Stable,0.0,0.0,418.1101,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,3655.0453,73.1009,50,116214.31,2324.2862,50813.3,16,2,27.6189,34,0.47057439487073915,1,3627.4264000000003,3.1451,98.63617145990852,37.0555,25.0,2025-02-25,2,Fear_Dominated,Declining,3655.0453,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-26,4699.7471,187.9899,25,127451.29,5098.0516,24999.98,4,2,44.6079,21,0.19046712061330412,1,4655.1392,3.6875,241.47236361878902,19.4628,12.5,2025-02-26,1,Fear_Dominated,Declining,4699.7471,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,4015.9861,200.7993,20,226345.91,11317.2955,146857.45,2,2,77.6049,18,0.1111049386145214,1,3938.3812000000003,1.7743,374.9933090052507,10.7095,10.0,2025-02-28,1,Fear_Dominated,Stable,4015.9861,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,0.0,0.0,33,110023.91,3334.0579,30002.09,33,2,34.8364,0,33000.0,0,-34.8364,0.0,0.0,0.0,16.5,2025-03-03,2,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,0.0,0.0,9,40784.43,4531.6033,29198.19,9,3,6.975,0,9000.0,0,-6.975,0.0,0.0,0.0,3.0,2025-03-04,1,Fear_Dominated,Declining,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,4091.8461,204.5923,20,71389.34,3569.467,36137.11,19,3,24.9863,1,18.981018981018984,1,4066.8598,5.7317,914.9646028595267,4.4721,6.67,2025-03-06,2,Fear_Dominated,Bottoming,4091.8461,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,0.0,0.0,38,207334.28,5456.1653,73785.12,38,2,63.1057,0,38000.0,0,-63.1057,0.0,0.0,0.0,19.0,2025-03-10,1,Fear_Dominated,Declining,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,0.0,0.0,2,23.79,11.895,12.57,2,1,0.0024,0,2000.0,0,-0.0024,0.0,0.0,0.0,2.0,2025-03-13,3,Balanced,Recovery,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-19,1832.9903,48.2366,38,242202.73,6373.7561,120751.98,0,1,30.2337,38,0.0,1,1802.7566,0.7568,114.0481325074293,16.0719,38.0,2025-03-19,2,Fear_Dominated,Stable,1832.9903,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,0.0,0.0,6,5549.21,924.8683,1913.62,6,1,1.9422,0,6000.0,0,-1.9422,0.0,0.0,0.0,6.0,2025-03-20,3,Balanced,Recovery,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,647.5701,53.9642,12,11359.9,946.6583,3190.2,3,1,2.7974,9,0.33329630041106545,1,644.7727,5.7005,65.57814239898124,9.8746,12.0,2025-03-21,2,Fear_Dominated,Declining,647.5701,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,183.0535,36.6107,5,11084.84,2216.968,6897.24,3,1,3.3778,2,1.4992503748125938,1,179.6757,1.6514,79.55610825031526,2.3009,5.0,2025-03-23,2,Fear_Dominated,Stable,183.0535,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,7064.0574,190.9205,37,168667.31,4558.5759,46635.48,0,2,43.3255,37,0.0,1,7020.7319,4.1882,420.14864272356596,16.8132,18.5,2025-03-24,3,Balanced,Recovery,0.0,0.0,7064.0574,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,1755.0134,79.7733,22,145633.75,6619.7159,80075.32,11,1,24.3647,11,0.9999090991728026,1,1730.6487,1.2051,146.6936061529147,11.9637,22.0,2025-03-26,3,Balanced,Stable,0.0,0.0,1755.0134,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,0.7742,0.129,6,92588.67,15431.445,50001.11,5,3,32.406,1,4.9950049950049955,1,-31.6318,0.0008,0.3160658264771227,2.4418,2.0,2025-03-29,2,Fear_Dominated,Stable,0.7742,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,431.8506,86.3701,5,107434.41,21486.882,99999.68,1,2,12.6021,4,0.2499375156210947,1,419.2485,0.402,94.80204260324655,4.5552,2.5,2025-03-30,2,Fear_Dominated,Stable,431.8506,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,1006.7138,100.6714,10,63190.23,6319.023,36582.92,3,2,19.1596,7,0.428510212826739,1,987.5542,1.5931,224.4294304176811,4.4856,5.0,2025-03-31,2,Fear_Dominated,Stable,1006.7138,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,0.0,0.0,5,218566.8,43713.36,116955.14,4,2,21.8567,1,3.9960039960039966,0,-21.8567,0.0,0.0,0.0,2.5,2025-04-02,2,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,0.0,0.0,3,5567.47,1855.8233,4444.77,3,1,0.2784,0,3000.0,0,-0.2784,0.0,0.0,0.0,3.0,2025-04-03,2,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,4328.4455,173.1378,25,197460.92,7898.4368,74998.86,10,2,52.9033,15,0.6666222251849877,1,4275.5422,2.1921,328.9971158533369,13.1564,12.5,2025-04-04,2,Fear_Dominated,Stable,4328.4455,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,0.0,0.0,27,94826.1,3512.0778,22352.3,27,2,11.5707,0,27000.0,0,-11.5707,0.0,0.0,0.0,13.5,2025-04-06,2,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,1234.8229,137.2025,9,63976.71,7108.5233,37341.7,3,2,9.821,6,0.4999166805532411,1,1225.0019,1.9301,274.1937574382325,4.5035,4.5,2025-04-07,1,Fear_Dominated,Declining,1234.8229,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,0.0,0.0,1,68787.72,68787.72,68787.72,0,1,20.6363,1,0.0,0,-20.6363,0.0,0.0,0.0,1.0,2025-04-08,1,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,17134.1761,398.4692,43,396897.3,9230.1698,89956.1,20,3,101.6406,23,0.8695274118516586,1,17032.5355,4.317,1495.0931719149705,11.4603,14.33,2025-04-09,1,Fear_Dominated,Stable,17134.1761,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,695.264,31.6029,22,312087.32,14185.7873,88887.99,18,2,93.6262,4,4.498875281179704,1,601.6378,0.2228,100.3254671806939,6.93,11.0,2025-04-10,2,Fear_Dominated,Bottoming,695.264,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,4152.8992,319.4538,13,71469.07,5497.6208,52106.29,0,2,3.5734,13,0.0,1,4149.3258,5.8108,845.1873643353922,4.9136,6.5,2025-04-11,2,Fear_Dominated,Stable,4152.8992,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,0.0,0.0,1,130.24,130.24,130.24,0,1,0.0391,1,0.0,0,-0.0391,0.0,0.0,0.0,1.0,2025-04-12,2,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-13,4338.6326,867.7265,5,423929.85,84785.97,415525.0,5,2,21.1965,0,5000.0,1,4317.4361,1.0234,1879.8554127365655,2.308,2.5,2025-04-13,3,Balanced,Recovery,0.0,0.0,4338.6326,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,613.1001,122.62,5,59417.07,11883.414,26972.0,4,2,11.0821,1,3.9960039960039966,1,602.018,1.0319,168.02917276265453,3.6488,2.5,2025-04-14,2,Fear_Dominated,Declining,613.1001,0.0,0.0,1,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,0.0,0.0,7,17256.75,2465.25,12131.88,0,1,0.8628,7,0.0,0,-0.8628,0.0,0.0,0.0,7.0,2025-04-15,2,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,-145.248,-36.312,4,71590.06,17897.515,41311.26,0,1,21.477,4,0.0,0,-166.725,-0.2029,39.10869578329639,-3.7139,4.0,2025-04-21,2,Fear_Dominated,Stable,-145.248,0.0,0.0,0,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,1496.1781,213.7397,7,30623.62,4374.8029,17546.68,4,2,4.4069,3,1.332889036987671,1,1491.7712000000001,4.8857,595.4491257667777,2.5127,3.5,2025-04-23,4,Greed_Dominated,Recovery,0.0,1496.1781,0.0,0,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,0.5918,0.1973,3,3486.67,1162.2233,1940.81,3,1,0.1743,0,3000.0,1,0.4175,0.017,0.12290947563145813,4.7761,3.0,2025-04-26,4,Greed_Dominated,Stable,0.0,0.5918,0.0,0,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,65.4805,8.1851,8,12067.08,1508.385,6066.28,7,1,4.2235,1,6.993006993006993,1,61.257000000000005,0.5426,23.15083652928689,2.8283,8.0,2024-03-13,5,Greed_Dominated,Stable,0.0,65.4805,0.0,0,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,0.0,0.0,5,10003.35,2000.67,4002.01,5,1,3.5012,0,5000.0,0,-3.5012,0.0,0.0,0.0,5.0,2024-03-14,5,Greed_Dominated,Stable,0.0,0.0,0.0,0,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,0.0,0.0,2,5994.71,2997.355,2998.25,2,1,2.0981,0,2000.0,0,-2.0981,0.0,0.0,0.0,2.0,2024-03-15,5,Greed_Dominated,Stable,0.0,0.0,0.0,0,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,228.5798,20.78,11,54048.03,4913.4573,8000.55,10,1,18.9168,1,9.990009990009991,1,209.663,0.4229,68.91941490177007,3.3166,11.0,2024-03-16,5,Greed_Dominated,Stable,0.0,228.5798,0.0,0,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,429.6831,47.7426,9,60238.98,6693.22,18101.0,5,1,21.0836,4,1.2496875781054735,1,408.59950000000003,0.7133,62.2078868113791,6.9071,9.0,2024-03-17,5,Greed_Dominated,Stable,0.0,429.6831,0.0,0,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,0.0,0.0,11,32374.4,2943.1273,5998.63,11,1,11.331,0,11000.0,0,-11.331,0.0,0.0,0.0,11.0,2024-03-18,5,Greed_Dominated,Stable,0.0,0.0,0.0,0,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,0.0,0.0,4,9067.51,2266.8775,5999.84,4,1,3.1736,0,4000.0,0,-3.1736,0.0,0.0,0.0,4.0,2024-03-19,5,Greed_Dominated,Stable,0.0,0.0,0.0,0,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-20,0.0,0.0,1,9744.18,9744.18,9744.18,1,1,3.4105,0,1000.0,0,-3.4105,0.0,0.0,0.0,1.0,2024-03-20,4,Greed_Dominated,Topping,0.0,0.0,0.0,0,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,1302.9164,186.1309,7,57116.32,8159.4743,21600.23,0,1,19.9907,7,0.0,1,1282.9257,2.2812,173.14631124356953,7.5249,7.0,2024-03-25,5,Greed_Dominated,Recovery,0.0,1302.9164,0.0,0,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,77.7651,5.1843,15,51051.47,3403.4313,7124.41,7,1,17.868,8,0.8748906386701663,1,59.89710000000001,0.1523,7.651890482467817,10.1615,15.0,2024-03-26,5,Greed_Dominated,Stable,0.0,77.7651,0.0,0,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,103.0496,6.0617,17,39948.88,2349.9341,9813.98,10,1,13.9821,7,1.42836737608913,1,89.0675,0.258,17.156589337293223,6.0061,17.0,2024-03-27,5,Greed_Dominated,Stable,0.0,103.0496,0.0,0,1
